Race,UseOfForce,Gender,TypeOfArrest,BondAmount,Patrol,Officer,DateTimeOfArrest,SearchConducted,Stopped,Arrest,_SELECTED_CHARGE_1,_SELECTED_CHARGE_2,_SELECTED_CHARGE_3,_SELECTED_CHARGE_4,_SELECTED_CHARGE_5,_SELECTED_CHARGE_6,TimeZone
Hispanic,No,Male,Not listed,24389,D1,Stephen Rivera,2024-01-28 21:14:59,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Female,Not listed,93676,D2,Daniel Fisher,2022-02-18 15:37:05,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Female,Not listed,50964,D2,Marissa Sanchez,2021-04-10 18:47:24,No,No,TRUE,Assault,Assault,Arson,Arson,Arson,Theft,US/Eastern
Hispanic,No,Male,Not listed,32349,D1,Trevor Goodwin,2022-11-09 08:35:07,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Male,Taken Into Custody,58029,D1,Tammy Lopez,2022-03-18 11:25:30,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Male,Summoned/Cited,68383,D3,Alejandro Willis,2023-02-21 15:19:15,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Female,Taken Into Custody,37071,D3,Michael Hampton,2023-07-09 04:43:26,No,No,TRUE,Theft,Arson,Assault,Domestic Violence,Fraud,Driving Under the Influence (DUI),US/Eastern
White,No,Male,Taken Into Custody,27810,D2,Jennifer Mcmillan,2021-10-16 00:54:47,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Female,Summoned/Cited,84152,D1,Diamond Pace,2023-10-21 01:51:44,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Male,Summoned/Cited,27059,D2,Matthew Ryan,2021-11-20 15:43:51,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Female,Taken Into Custody,55946,D1,Robert Ward,2023-11-27 02:03:33,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Male,Taken Into Custody,34660,D1,Thomas Pierce,2021-04-25 10:25:08,No,No,TRUE,Driving Under the Influence (DUI),Assault,Theft,Fraud,Robbery,Assault,US/Eastern
White,No,Female,Not listed,4555,D3,Kenneth Hodges,2023-09-02 15:25:14,No,No,TRUE,Arson,Drug Possession,Burglary,Driving Under the Influence (DUI),Theft,Driving Under the Influence (DUI),US/Eastern
Hispanic,No,Female,Summoned/Cited,28695,D3,Jennifer Martin,2022-10-25 13:29:04,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Male,Not listed,87414,D3,Edwin Smith,2023-08-19 14:02:44,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Female,Summoned/Cited,32695,D1,Mario Hubbard,2022-10-14 05:36:24,No,No,TRUE,Assault,Arson,Robbery,Forgery,Driving Under the Influence (DUI),Assault,US/Eastern
White,No,Female,Summoned/Cited,73040,D2,Janice Meyer,2022-08-12 10:34:49,No,No,TRUE,Arson,Burglary,Domestic Violence,Drug Possession,Robbery,Theft,US/Eastern
Hispanic,No,Male,Not listed,44528,D1,Cindy Mcmillan,2023-05-10 06:36:20,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Female,Taken Into Custody,12476,D1,Larry Jarvis,2023-12-15 03:19:51,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Female,Not listed,83637,D3,Jessica Munoz,2023-10-24 06:29:47,No,No,TRUE,Fraud,Assault,Robbery,Theft,Drug Possession,Nan,US/Eastern
White,No,Male,Taken Into Custody,82401,D2,Marcus Mullen,2021-08-13 09:51:54,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Female,Taken Into Custody,75829,D2,Dustin Barnett,2022-05-25 12:28:18,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Female,Taken Into Custody,87691,D1,Harold Hurst,2023-07-29 13:26:46,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Male,Not listed,75829,D2,Stephanie White,2021-11-16 23:50:35,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Male,Not listed,13405,D1,Michael Hill,2022-12-25 19:53:28,No,No,TRUE,Fraud,Forgery,Assault,Drug Possession,Nan,Nan,US/Eastern
Black,No,Male,Summoned/Cited,84418,D2,Aaron Robertson,2021-08-31 16:41:01,No,Yes,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Female,Taken Into Custody,31786,D2,Vanessa Montgomery,2022-04-26 12:01:22,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Male,Summoned/Cited,76587,D3,Raven Taylor,2021-07-17 14:13:44,No,No,TRUE,Burglary,Drug Possession,Drug Possession,Arson,Burglary,Driving Under the Influence (DUI),US/Eastern
Black,Yes,Female,Taken Into Custody,3784,D1,Jeffrey Williams,2023-04-04 18:27:37,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Female,Taken Into Custody,38041,D2,Mary Roberson,2021-07-12 20:09:17,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Male,Taken Into Custody,28573,D1,Steve Martin,2022-02-17 15:05:45,Yes,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Male,Taken Into Custody,36562,D1,Ronald Wright,2023-04-11 07:57:50,No,No,TRUE,Theft,Forgery,Arson,Robbery,Theft,Arson,US/Eastern
Asian,No,Female,Not listed,70976,D1,Michelle Arnold,2024-01-25 20:36:04,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Male,Taken Into Custody,23946,D2,Jennifer Goodman,2024-01-06 06:37:09,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Female,Not listed,34064,D1,John Mercer,2022-01-27 03:54:58,No,No,TRUE,Domestic Violence,Assault,Burglary,Burglary,Arson,Theft,US/Eastern
Hispanic,No,Female,Taken Into Custody,42158,D1,Justin Lucas MD,2021-05-15 07:38:14,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Female,Summoned/Cited,28991,D2,Alexander Ward,2021-07-15 15:13:38,No,No,TRUE,Forgery,Forgery,Assault,Burglary,Forgery,Driving Under the Influence (DUI),US/Eastern
Asian,No,Female,Summoned/Cited,80776,D3,Michelle Leach,2021-04-07 04:05:49,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Male,Not listed,41407,D2,Jennifer Shaffer,2022-08-26 12:45:06,Yes,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Female,Not listed,6773,D1,Bradley Adams,2023-01-10 17:09:04,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Female,Taken Into Custody,21333,D1,Melanie Kennedy,2022-01-28 12:24:32,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Female,Summoned/Cited,40094,D1,Andrea Parker,2022-04-09 19:46:17,No,No,TRUE,Arson,Assault,Theft,Burglary,Nan,Domestic Violence,US/Eastern
Hispanic,No,Male,Taken Into Custody,12389,D2,Douglas Gonzalez,2022-05-25 00:05:03,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Male,Not listed,9626,D1,Terry Moore,2023-04-07 11:25:54,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Female,Taken Into Custody,21958,D3,Justin Mitchell,2022-09-15 15:25:31,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Male,Summoned/Cited,91853,D1,Tiffany Anderson,2023-09-28 23:06:05,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Female,Not listed,14317,D2,Gabriella Harrell,2023-03-18 04:33:06,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Male,Not listed,35628,D2,Austin Jackson,2024-02-12 02:45:03,No,No,TRUE,Theft,Drug Possession,Fraud,Nan,Assault,Drug Possession,US/Eastern
Asian,No,Female,Taken Into Custody,7308,D2,Chase Ortiz,2021-05-25 13:35:38,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Male,Summoned/Cited,71971,D1,Shawn James,2022-08-16 02:00:24,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Female,Taken Into Custody,64101,D2,Julie Wilson,2022-03-13 14:34:11,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Female,Not listed,15104,D1,Cynthia Santiago,2023-04-01 01:27:37,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Female,Summoned/Cited,47203,D3,Mary Palmer,2021-07-16 22:49:47,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Female,Taken Into Custody,58176,D2,Candice Phillips,2022-05-25 15:56:59,No,No,TRUE,Assault,Robbery,Nan,Robbery,Forgery,Drug Possession,US/Eastern
Black,No,Female,Summoned/Cited,76331,D3,Lisa Wilkinson,2022-01-05 11:38:04,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Male,Taken Into Custody,44131,D3,Collin Vaughn,2021-07-15 03:36:09,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Male,Not listed,69985,D3,Amber Saunders,2022-12-03 20:45:50,Yes,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Male,Taken Into Custody,68124,D1,Darius Reed,2022-11-17 11:40:08,No,No,TRUE,Theft,Forgery,Fraud,Driving Under the Influence (DUI),Forgery,Assault,US/Eastern
White,No,Male,Not listed,11164,D2,Joshua Bell,2022-08-15 20:14:56,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Female,Summoned/Cited,79530,D3,Erica Wolfe,2021-08-16 12:39:19,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Female,Not listed,30440,D3,Jerry Lawson,2022-01-02 22:14:57,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Female,Not listed,2172,D1,Justin Henderson,2023-03-28 04:41:01,No,No,TRUE,Domestic Violence,Theft,Burglary,Driving Under the Influence (DUI),Theft,Fraud,US/Eastern
White,No,Female,Not listed,25920,D1,Heather Smith,2023-06-21 04:19:35,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Male,Not listed,60290,D2,John Knight,2023-01-25 05:38:11,No,Yes,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Female,Not listed,88478,D1,Christian Sanchez,2021-11-05 20:17:04,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Male,Taken Into Custody,70929,D2,Tyler Wu,2021-12-31 02:40:29,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Male,Not listed,21009,D2,Joanna Anderson,2021-05-05 00:00:19,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Male,Not listed,9036,D2,Dana Valdez,2021-06-15 17:24:24,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Male,Not listed,88844,D3,Dylan Smith,2023-04-25 00:43:41,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Male,Not listed,2769,D3,Amanda Schneider,2021-09-08 19:25:22,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Female,Summoned/Cited,50360,D1,Kyle Patel,2021-12-11 17:56:47,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Male,Not listed,495,D2,Cindy Torres,2022-10-30 05:39:12,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Male,Taken Into Custody,8451,D2,Timothy Sherman,2022-07-14 08:13:50,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Female,Not listed,45622,D1,Robert Beck,2022-09-09 01:20:03,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,No,Female,Taken Into Custody,5322,D2,Traci Conner,2023-02-26 06:42:26,No,No,TRUE,Nan,Nan,Assault,Nan,Fraud,Burglary,US/Eastern
Asian,No,Female,Taken Into Custody,60847,D3,Stephanie Adams,2024-01-29 17:01:54,No,No,TRUE,Fraud,Arson,Theft,Robbery,Assault,Drug Possession,US/Eastern
Asian,No,Female,Summoned/Cited,23652,D2,John Adams,2023-07-18 02:56:10,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Male,Summoned/Cited,33295,D3,Frank Watkins,2021-08-29 02:49:23,No,No,TRUE,Drug Possession,Drug Possession,Burglary,Arson,Fraud,Domestic Violence,US/Eastern
Asian,No,Male,Taken Into Custody,51556,D3,Renee Cooper,2022-05-09 09:27:49,No,No,TRUE,Burglary,Fraud,Domestic Violence,Fraud,Drug Possession,Fraud,US/Eastern
White,No,Female,Summoned/Cited,7554,D2,Ronald Bryant,2022-12-27 17:54:06,No,No,TRUE,Arson,Arson,Forgery,Theft,Forgery,Fraud,US/Eastern
Asian,No,Male,Summoned/Cited,14107,D2,Misty Grimes,2021-08-25 15:26:10,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Male,Taken Into Custody,96078,D3,Cameron Walls,2022-01-31 19:33:15,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Male,Not listed,42871,D3,Lauren Mathews,2023-06-20 10:18:02,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Female,Taken Into Custody,84989,D1,Janet Fisher,2023-04-28 14:46:13,No,No,TRUE,Robbery,Domestic Violence,Theft,Nan,Forgery,Assault,US/Eastern
White,No,Male,Not listed,26256,D2,Kenneth Thomas,2023-10-06 08:56:26,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Male,Taken Into Custody,80640,D3,Rebecca Young,2022-05-18 03:27:59,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Male,Summoned/Cited,42205,D1,Brandon Hancock,2021-10-25 16:48:02,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Female,Not listed,1942,D3,Bryan May,2023-01-08 12:58:03,No,No,TRUE,Drug Possession,Theft,Assault,Forgery,Forgery,Fraud,US/Eastern
Black,Yes,Female,Taken Into Custody,94879,D2,David Turner,2022-09-23 00:47:33,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Female,Not listed,61618,D3,Samantha Clark,2023-04-19 22:21:44,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Male,Taken Into Custody,37816,D3,John Webb,2024-02-06 07:49:42,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Female,Taken Into Custody,62350,D1,Kimberly Wagner,2021-05-09 17:58:29,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Male,Summoned/Cited,2971,D3,Kylie Baker,2022-07-23 12:35:44,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Female,Taken Into Custody,68764,D3,Daisy Walker,2023-03-01 00:21:36,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Female,Summoned/Cited,85336,D3,Thomas Melton,2022-11-25 12:42:38,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Female,Summoned/Cited,81784,D1,Kenneth Burgess,2023-02-03 01:06:32,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Male,Summoned/Cited,35133,D3,Karen Anderson,2023-09-09 18:53:58,No,No,TRUE,Theft,Arson,Forgery,Burglary,Fraud,Assault,US/Eastern
Asian,No,Male,Not listed,66832,D2,Cindy Burton,2022-08-05 11:46:04,No,No,TRUE,Domestic Violence,Burglary,Nan,Nan,Drug Possession,Arson,US/Eastern
White,No,Male,Taken Into Custody,94014,D3,Kaitlyn Crane,2023-07-09 05:13:38,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Female,Summoned/Cited,44620,D1,Stephanie Pierce,2023-09-21 13:16:10,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Female,Not listed,41860,D3,Mary Beasley,2023-05-31 07:28:44,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Male,Summoned/Cited,51320,D3,Jessica Marsh,2023-01-27 14:58:59,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Male,Not listed,94458,D2,Stephen Davenport,2022-10-09 16:37:41,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Male,Summoned/Cited,31778,D1,Karen Bell,2022-05-27 17:28:16,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Male,Not listed,45689,D2,Lisa Lee,2024-02-16 15:22:36,No,No,TRUE,Arson,Driving Under the Influence (DUI),Fraud,Drug Possession,Domestic Violence,Assault,US/Eastern
Asian,No,Male,Taken Into Custody,49056,D2,Krista Brown,2022-05-12 19:53:07,No,No,TRUE,Arson,Driving Under the Influence (DUI),Theft,Assault,Drug Possession,Burglary,US/Eastern
Hispanic,No,Female,Taken Into Custody,20525,D3,Stephanie Jones,2022-02-01 19:43:32,No,No,TRUE,Fraud,Nan,Theft,Burglary,Driving Under the Influence (DUI),Driving Under the Influence (DUI),US/Eastern
Asian,No,Male,Taken Into Custody,56964,D3,Hannah Thomas,2021-05-14 13:07:32,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Female,Not listed,25508,D1,Joseph Crosby,2023-06-17 19:51:10,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Male,Summoned/Cited,40158,D3,Annette Peterson,2022-01-24 19:19:30,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Female,Not listed,98834,D1,Wesley Griffith,2022-09-23 23:08:22,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Female,Not listed,24996,D2,Crystal Martin,2023-04-11 14:18:31,No,No,TRUE,Forgery,Fraud,Robbery,Forgery,Arson,Domestic Violence,US/Eastern
Black,Yes,Female,Not listed,10093,D2,Sean Franklin,2022-02-26 17:13:29,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
